Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Leto roc.  stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci
AC;A1;0030;MP SENTILJ - POCIVALISCE SENTILJ;0;460;674;MP Sentilj AC;QLD6; ;12.295;19;9.430;96;1.063;201;150;590;746
AC;A1;0030;POCIVALISCE SENTILJ - SENTILJ;460;1.137;869;Sentilj AC;QLD6; ;12.085;18;9.264;96;1.047;199;147;583;731
AC;A1;0128;PRIKLJ.SENTILJ - MP;0;1.444;868;Prik. Sentilj - MP;QLD6; ;278;1;223;0;21;3;4;8;18
AC;A1;0031;SENTILJ  -  PESNICA;0;9.761;837;CP Pesnica;QLD3; ;17.123;48;13.573;204;1.298;200;150;600;1.050
AC;A1;0065;PESNICA - DRAGUCOVA;0;2.570;;;P;;20.000;45;16.275;200;1.420;280;290;590;900
AC;A1;0071;DRAGUCOVA - MB (PTUJSKA);0;7.770;889;Malecnik AC;QLTC8; ;24.968;47;16.495;256;2.583;563;328;758;3.938
AC;A1;0066;MB (PTUJSKA) - ROGOZA;0;2.650;840;Ptujska AC;QLD6; ;30.000;70;21.680;200;2.800;550;400;700;3.600
AC;A1;0066;ROGOZA - SLIVNICA;2.650;4.857;;;P;;28.100;65;20.180;195;2.650;500;250;680;3.580
AC;A1;0034;SLIVNICA ;0;1.757;;;P;;38.500;60;29.020;200;3.500;730;580;1.020;3.390
AC;A1;0035;SLIVNICA - FRAM;0;1.910;802;Hoce AC;QLTC8; ;38.451;59;28.911;203;3.503;739;585;1.052;3.399
AC;A1;0134;PRIKLJ. FRAM;0;1.000;848;Prikljucek Fram - Mb;QLTC8; ;5.502;15;4.833;6;344;72;99;31;102
AC;A1;0134;PRIKLJ. FRAM;1.000;1.368;849;Prikljucek Fram - Ce;QLTC8; ;1.791;3;1.470;3;179;39;34;13;50
AC;A1;0036;FRAM - SL.BISTRICA-SEVER;0;7.200;2005;Polskava AC;QLTC8; ;34.159;51;25.270;192;3.187;675;513;1.064;3.207
AC;A1;0036;SL.BISTRICA - SEVER-JUG;7.200;9.733;2006;Sl.Bistrica AC;QLD3; ;37.328;69;28.860;206;2.784;609;550;1.100;3.150
AC;A1;0135;PRIKLJ. SL. BISTRICA-J;0;400;856;Prikljucek Sl.Bistrica - Mb;QLD3; ;9.263;17;7.658;28;700;415;140;145;160
AC;A1;0135;PRIKLJ. SL. BISTRICA-J;400;1.638;857;Prikljucek Sl.Bistrica - Ce;QLD3; ;3.909;8;3.367;22;292;80;40;40;60
AC;A1;0037;SL.BISTRICA - SL.KONJICE;0;8.720;2002;Tepanje AC;QLD3; ;31.860;62;24.072;126;2.275;525;700;1.050;3.050
AC;A1;0037;SL.KONJICE - CP TEPANJE;8.720;9.119;838;CP Tepanje;QLD3; ;27.085;46;20.227;118;1.664;364;666;1.000;3.000
AC;A1;0136;PRIKLJ. SL. KONJICE - MB;0;900;844;CP Sl.Konjice-MB;QLD3; ;4.775;45;3.860;10;490;170;90;50;60
AC;A1;0136;PRIKLJ. SL. KONJICE - CE;900;1.790;845;CP Sl.Konjice-CE;QLD3; ;3.436;34;3.040;3;40;150;39;60;70
AC;A1;0038;SL.KONJICE - DRAMLJE;0;10.886;2003;Skedenj AC;QLD3; ;30.521;66;22.389;133;2.400;553;850;1.030;3.100
AC;A1;0137;DRAMLJE - MB;0;600;846;Dramlje-MB;QLD3; ;1.550;18;1.123;4;219;72;26;35;53
AC;A1;0137;DRAMLJE - CE;600;1.115;847;Dramlje-CE;QLD3; ;4.794;36;3.634;8;537;195;151;93;140
AC;A1;0039;DRAMLJE - LJUBECNA;0;6.240;2004;Zepina AC;QLD3; ;33.765;65;24.984;150;2.654;612;950;1.100;3.250
AC;A1;0039;LJUBECNA - CELJE;6.240;8.437;;;P;;34.500;60;25.470;170;2.700;750;800;1.200;3.350
AC;A1;0040;CELJE - CELJE ZAHOD;0;5.410;648;Lopata AC;QLTC8; ;39.637;59;29.089;216;3.825;874;764;1.351;3.459
AC;A1;0040;CELJE ZAHOD - ARJA VAS;5.410;7.510;;;P;;43.300;70;32.920;210;3.850;750;800;1.300;3.400
AC;A1;0041;ARJA VAS - SEMPETER;0;7.510;;;P;;37.100;65;27.035;180;3.650;700;650;1.370;3.450
AC;A1;0041;SEMPETER - SENTRUPERT;7.510;9.652;;;P;;33.300;60;23.780;190;3.350;550;570;1.350;3.450
AC;A1;0042;SENTRUPERT - VRANSKO;0;7.899;839;CP Vransko;QLD3; ;35.346;45;27.007;183;2.520;341;500;1.250;3.500
AC;A1;0043;VRANSKO - TROJANE;0;9.940;836;Jasovnik AC;QLTC8; ;34.059;60;24.514;225;3.386;693;438;1.088;3.655
AC;A1;0067;TROJANE  -  BLAGOVICA;0;8.683;2001;Sentozbolt AC;QLD6; ;36.373;67;26.998;369;3.489;369;597;1.184;3.300
AC;A1;0142;PRIKLJ.BLAGOVICA -CE;0;200;842;CP Blagovica-CE;QLD6; ;233;1;189;1;25;7;4;2;4
AC;A1;0142;PRIKLJ. BLAGOVICA -LJ;200;529;843;CP Blagovica-LJ;QLD6; ;1.283;4;1.125;8;79;22;10;10;25
AC;A1;0044;BLAGOVICA - LUKOVICA;0;8.830;834;CP Kompolje;QLD6; ;37.420;71;27.933;375;3.542;382;604;1.192;3.321
AC;A1;0044;LUKOVICA - KRTINA;8.830;12.465;;;P;;39.000;75;29.455;380;3.550;400;610;1.200;3.330
AC;A1;0169;PRIKLJ. LUKOVICA ;0;2.279;831;CP Lukovica_Lj;QLD6; ;1.727;8;1.572;3;105;11;7;3;18
AC;A1;0143;PRIKLJ. KRTINA;0;761;835;CP Krtina-Lj;QLD6; ;4.748;14;4.367;6;236;23;39;15;48
AC;A1;0045;KRTINA - DOMZALE;0;3.485;;;P;;42.500;80;32.170;310;3.850;650;620;1.640;3.180
AC;A1;0046;DOMZALE - SENTJAKOB;0;5.402;830;Psata AC;QLTC8; ;51.308;99;40.363;236;4.489;710;607;1.632;3.172
AC;A1;0047;SENTJAKOB - SNEBERJE;0;1.170;;;P;;64.300;100;52.690;240;4.900;850;750;1.600;3.170
AC;A1;0047;SNEBERJE - LJ(ZADOBRAVA);1.170;2.866;;;P;;66.000;95;54.815;240;5.100;900;700;900;3.250
AC;A1;0048;LJ (ZADOBROVA - ZALOSKA);0;1.330;;;P;;78.500;100;67.670;180;5.500;850;900;850;2.450
AC;A1;0049;LJ (ZALOSKA - LITIJSKA);0;1.277;;;P;;66.200;110;56.170;170;5.000;900;850;700;2.300
AC;A1;0050;LJ (LITIJSKA - MALENCE);0;3.979;180;V Obvoznica;QLTC8; ;61.009;111;51.142;159;4.865;913;883;665;2.271
AC;A1;0019;LJ. MALENCE - DOLENJSKA C.;0;456;;;P;;62.500;12;52.038;250;4.750;800;750;1.000;2.900
AC;A1;0018;LJ DOLENJSKA  -  PERUZIJEVA;0;2.110;;;P;;58.000;190;47.790;220;4.900;650;700;950;2.600
AC;A1;0018;PERUZIJEVA - BARJANSKA;2.110;3.943;178;J Obvoznica;QLTC8; ;63.105;218;51.853;287;5.345;834;773;1.051;2.744
AC;A1;0017;LJ (BARJANSKA  -  VIC);0;2.758;;;P;;61.500;220;50.360;290;5.100;780;850;1.100;2.800
AC;A1;0016;LJ (VIC  -  KOZARJE);0;794;;;P;;69.500;200;57.610;350;5.350;940;1.050;1.000;3.000
AC;A1;0051;LJ(KOZARJE) - BREZOVICA;0;2.408;;;P;;68.000;190;54.670;300;4.450;890;950;1.700;4.850
AC;A1;0052;BREZOVICA - VRHNIKA;0;12.424;800;CP Ljubljana;QLD3; ;56.281;180;43.921;375;4.555;500;800;1.300;4.650
AC;A1;0150;PRIKLJ. VRHNIKA -LJ;0;1.120;858;CP Vrhnika - Lj;QLD3; ;11.467;31;9.956;53;717;210;220;90;190
AC;A1;0150;PRIKLJ. VRHNIKA - KP;1.120;1.381;859;CP Vrhnika - Kp;QLD3; ;2.391;7;2.049;11;149;40;45;40;50
AC;A1;0053;VRHNIKA - LOGATEC;0;8.279;2103;Verd AC;QLD3; ;47.602;118;36.523;314;3.688;419;760;1.260;4.520
AC;A1;0151;PRIKLJ. LOGATEC ;0;2.480;805;CP Logatec;QLD3; ;8.647;63;7.182;11;743;252;60;96;240
AC;A1;0054;LOGATEC - UNEC;0;10.422;2104;Lom AC;QLD3; ;43.812;117;32.864;311;3.648;414;738;1.240;4.480
AC;A1;0152;PRIKLJ. UNEC;0;404;824;CP Unec-LJ;QLD3; ;4.597;15;4.118;27;137;150;80;28;42
AC;A1;0152;PRIKLJ. UNEC ;404;788;825;CP Unec-KP;QLD3; ;1.852;4;1.506;15;72;135;70;20;30
AC;A1;0055;UNEC - POSTOJNA;0;11.375;822;Ravbarkomanda AC;QLTC8; ;40.135;87;29.282;347;3.742;546;400;1.260;4.471
AC;A1;0153;PRIKLJ. POSTOJNA  - LJ;0;900;826;CP Postojna-LJ;QLD3; ;8.304;56;7.076;102;240;200;250;110;270
AC;A1;0153;PRIKLJ. POSTOJNA - KP;900;1.178;827;CP Postojna-KP;QLD3; ;3.595;26;3.160;44;100;140;80;15;30
AC;A1;0056;POSTOJNA - RAZDRTO;0;9.370;2105;Studenec AC;QLD3; ;35.515;99;25.559;312;2.996;409;560;1.330;4.250
AC;A1;0056;RAZDRTO - NANOS;9.370;11.182;2106;Razdrto AC;QLD3; ;34.981;89;25.474;331;2.762;355;490;1.300;4.180
AC;A1;0197;PRIKLJ. RAZDRTO - LJ;0;250;828;CP Razdrto-LJ;QLD6; ;1.420;6;1.106;8;130;16;41;29;84
AC;A1;0197;PRIKLJ. RAZDRTO - KP;250;698;829;CP Razdrto-KP;QLD6; ;805;4;706;1;58;6;8;6;16
AC;A1;0057;NANOS  -  SENOZECE;0;5.458;;;P;;29.900;80;22.435;255;2.300;270;250;1.210;3.100
AC;A1;0155;PRIKLJ. SENOZECE ;0;1.680;818;CP Senozece;QLD6; ;1.642;5;1.333;7;132;29;32;23;81
AC;A1;0058;SENOZECE  -   GABRK;0;4.384;812;Cebulovica AC;QLD6; ;28.955;78;21.318;252;2.564;253;232;1.195;3.063
AC;A1;0059;GABRK  -  DIVACA;0;2.873;;;P;;22.800;75;19.440;135;1.620;165;230;285;850
AC;A1;0157;PRIKLJ. DIVACA ;0;2.079;817;CP Divaca;QLD6; ;2.968;10;2.540;13;201;53;83;16;52
AC;A1;0060;DIVACA - KOZINA;0;6.940;2101;Kozina AC;QLD6; ;20.712;78;17.474;127;1.557;151;206;282;837
AC;A1;0060;KOZINA - CP VIDEZ;6.940;7.151;820;CP Videz;QLD6; ;17.940;67;15.248;109;1.294;106;160;243;713
AC;A1;0158;PRIKLJ. KOZINA - LJ;0;700;821;CP Kozina-LJ;QLD6; ;2.772;11;2.226;18;263;45;46;39;124
AC;A1;0158;PRIKLJ. KOZINA - KP;700;2.195;823;CP Kozina-KP;QLD6; ;3.416;14;2.932;10;271;24;30;23;112
AC;A1;0061;KOZINA - KASTELEC;0;8.470;2102;Ravne AC;QLD6; ;21.356;80;18.181;119;1.565;130;191;266;824
AC;A1;0061;KASTELEC - CRNI KAL;8.470;11.818;;;P;;21.700;85;18.265;100;1.600;200;350;250;850
AC;A1;0062;CRNI KAL  -  SRMIN;0;7.116;803;Dekani AC;QLTC8; ;22.325;88;18.670;86;1.678;283;400;234;886
AC;A2;0001;MP KARAVANKE - HRUSICA;0;5.361;673;MP Karavanke;QLD6; ;6.938;17;5.227;81;623;85;77;353;475
AC;A2;0002;HRUSICA - LIPCE;0;7.154;;;P;;12.900;75;10.570;130;1.000;100;170;365;490
AC;A2;0003;LIPCE - LESCE;0;7.950;646;Lipce AC;QLD6; ;18.852;84;15.883;147;1.431;149;227;390;541
AC;A2;0103;PRIKLJ. LESCE - JESENICE;0;545;810;Priklj. Lesce-Jesenice;QLD6; ;5.630;27;5.047;29;348;51;52;30;46
AC;A2;0103;PRIKLJ. LESCE - KRANJ;545;1.133;811;Priklj. Lesce-Kranj;QLD6; ;11.000;62;9.752;52;747;95;135;70;87
AC;A2;0004;LESCE - RADOVLJICA;0;3.720;2201;Lesce AC;QLD6; ;24.000;120;20.615;170;1.662;193;310;350;580
AC;A2;0004;RADOVLJICA - BREZJE;3.720;6.713;;;P;;29.000;90;25.340;170;1.800;320;280;370;630
AC;A2;0005;BREZJE - PODTABOR;0;4.999;;;P;;30.000;100;25.535;270;2.400;350;320;375;650
AC;A2;0006;PODTABOR - KRANJ Z;0;7.313;647;Naklo AC;QLTC8; ;35.802;109;30.823;285;2.799;380;342;381;683
AC;A2;0007;KRANJ Z - KRANJ V;0;5.674;;;P;;35.000;110;30.600;200;2.400;350;320;350;670
AC;A2;0008;KRANJ V  -  BRNIK;0;3.900;;;P;;34.500;85;30.535;190;2.000;340;330;370;650
AC;A2;0009;BRNIK  -  VODICE;0;5.246;850;CP Torovo;QLD3; ;38.257;90;33.900;230;2.262;375;340;375;685
AC;A2;0010;VODICE  - LJ( SMARTNO);0;6.968;853;Povodje AC;QLTC8; ;44.627;121;39.052;197;3.467;376;344;377;693
AC;A2;0011;LJ(SMARTNO  -   BROD);0;2.374;;;P;;48.000;125;42.562;210;3.350;350;340;370;693
AC;A2;0012;LJ(BROD - SENTVID);0;510;;;P;;43.000;110;37.860;200;3.050;390;320;350;720
AC;A2;0013;SENTVID - KOSEZE;0;3.459;832;Kamna Gorica AC;QLTC8; ;37.413;128;32.136;160;3.150;406;351;330;752
AC;A2;0014;LJ(KOSEZE  -  BRDO);0;1.761;;;P;;74.000;230;63.395;245;5.000;900;900;1.180;2.150
AC;A2;0015;LJ BRDO  -  KOZARJE;0;2.392;855;Bokalce AC;QLTC8; ;71.691;240;60.198;262;5.917;881;857;1.182;2.154
AC;A2;0020;MALENCE  -  SMARJE-SAP;0;6.038;645;Smarje Sap AC;QLD6; ;47.919;103;41.220;253;3.413;414;550;700;1.266
AC;A2;0407;PRIKLJ. SMARJE - SAP NM;0;926;876;Prikljucek Smarje Sap_NM;QLD5; ;2.342;9;2.021;18;157;46;60;11;20
AC;A2;0021;SMARJE SAP - CIKAVA;0;1.780;2303;Cikava AC;QLD5; ;50.261;112;43.232;271;3.579;460;610;680;1.317
AC;A2;0021;CIKAVA - GROSUPLJE;1.780;3.873;;;P;;37.400;70;31.080;200;3.300;400;500;600;1.250
AC;A2;0022;GROSUPLJE - VISNJA GORA;0;7.050;;;P;;32.300;65;26.855;190;2.800;390;350;550;1.100
AC;A2;0022;VISNJA GORA - IVANCNA GORICA;7.050;13.061;601;Visnja Gora AC;QLTC8; ;33.724;59;28.375;209;2.535;398;360;598;1.190
AC;A2;0023;IVANCNA GORICA - BIC;0;6.889;870;CP Dob;QLD6; ;24.432;51;20.590;247;1.640;164;236;408;1.096
AC;A2;0072;BIC - PLUSKA (TREBNJE);0;6.909;;;P;;23.500;55;19.515;270;1.400;250;450;610;950
AC;A2;0024;(TREBNJE) HRASTJE - NM PRIKLJ. Z;0;3.900;;;P;;21.300;50;17.720;170;1.390;160;350;600;860
AC;A2;0024;NM PRIKLJ. Z  -  NM PRIKLJ. V;3.900;6.208;;;P;;18.000;30;14.770;110;1.300;110;300;530;850
AC;A2;0025;NM PRIKLJ.V -  LESNICA (KRONOVO);0;6.338;;;P;;20.500;40;16.880;200;1.350;260;400;430;940
AC;A2;0026;KRONOVO - DOBRUSKA VAS;0;6.040;602;Draga AC;QLD6; ;18.590;39;15.275;186;1.377;181;222;385;925
AC;A2;0027;DOBRUSKA VAS  -  SMEDNIK;0;5.900;;;P;;17.000;35;13.910;200;1.200;170;250;320;915
AC;A2;0027;SMEDNIK  -  PRIKLJUCEK DRNOVO;5.900;13.500;2301;Zaloke AC;QLD6; ;16.402;37;13.522;202;1.114;138;188;288;913
AC;A2;0027;PRIKLJUCEK DRNOVO  -  DRNOVO;13.500;13.654;871;CP Drnovo;QLD6; ;11.528;23;9.436;188;737;65;69;228;782
AC;A2;0418;PRIKLJ. DRNOVO - NM;0;2.300;873;CP Krsko-NM;QLD6; ;4.868;14;4.064;14;377;74;119;60;146
AC;A2;0418;PRIKLJ. DRNOVO - CATEZ;2.300;2.844;874;CP Krsko-Catez;QLD6; ;2.105;5;1.823;9;131;11;15;26;85
AC;A2;0028;DRNOVO  -  BREZICE;0;11.717;2302;Brezice AC;QLD6; ;13.634;29;11.258;197;868;76;84;255;867
AC;A2;0029;BREZICE - PRIKLJ. OBREZJE;0;7.020;512;Catez AC;QLTC8; ;12.242;24;10.089;157;684;67;54;320;847
AC;A2;0029;PRIKLJ. OBREZJE  - OBREZJE TERMINAL;7.020;7.850;;;P;;10.800;25;8.920;155;450;50;55;315;830
AC;A2;0029;OBREZJE TERMINAL - MP OBREZJE;7.850;8.534;511;MP Obrezje;QLD6; ;9.335;35;7.543;153;409;36;58;314;787
AC;A3;0068;GABRK - SEZANA V;0;7.977;813;CP Dane;QLD3; ;13.501;44;8.917;163;710;117;140;1.050;2.360
AC;A3;0069;SEZANA V  -  SEZANA Z;0;2.698;;;P;;11.200;35;6.530;155;850;110;120;1.050;2.350
AC;A3;0070;SEZANA Z  -  FERNETICI;0;1.270;863;Sezana AC;QLD6; ;10.453;25;6.035;150;1.013;106;114;984;2.026
AC;A3;0070;FERNETICI - MP FERNETICI;1.270;1.571;653;MP Fernetici;QLD6; ;18.099;137;12.708;176;1.329;149;155;1.104;2.341
AC;A3;0486;PRIKLJ. FERNETICI ;0;643;864;Prikljucek Fernetici;QLD6; ;7.339;109;6.649;25;308;40;38;36;134
AC;A4;0091;SLIVNICA - LETALISCE MB;0;2.600;;;P;;17.000;30;14.203;140;1.290;180;150;152;855
AC;A4;0091;LETALISCE MB - MARJETA;2.600;6.860;;;P;;16.700;28;14.022;120;1.230;155;145;150;850
AC;A4;0091;MARJETA - ZLATOLICJE;6.860;11.640;890;Prepolje AC;QLTC8; ;15.730;27;13.139;116;1.184;145;130;145;844
AC;A4;0091;ZLATOLICJE - HAJDINA;11.640;15.560;;;P;;15.400;25;12.900;110;1.160;120;115;140;830
AC;A4;0092;HAJDINA-DRAZENCI;0;4.510;;;P;;14.400;24;12.072;113;1.050;95;116;125;805
AC;A4;0093;DRAZENCI;0;680;;;P;;10.000;20;8.426;99;560;80;95;160;560
AC;A5;0806;DRAGUCOVA - PERNICA;0;6.170;877;Dragucova AC;QLTC8; ;20.387;34;13.885;113;1.962;334;398;1.112;2.549
AC;A5;0806;PERNICA - LENART;6.170;11.326;2007;Mocna AC;QLD6; ;20.213;33;13.762;111;1.946;328;387;1.109;2.537
AC;A5;0463;PRIKLJ.PERNICA -MB;0;220;878;PR Pernica - MB;QLD6; ;1.270;4;1.093;3;103;18;27;6;16
AC;A5;0463;PRIKLJ.PERNICA -MS;220;440;879;PR Pernica - MS;QLD6; ;1.095;2;970;1;87;12;15;3;5
AC;A5;0807;LENART - SV. TROJICA;0;5.018;;;P;;14.000;30;8.050;100;1.800;320;250;850;2.600
AC;A5;0808;SV. TROJICA - PRIKLJ. CERKVENJAK;0;4.570;;;P;;13.500;25;7.785;110;1.750;300;200;700;2.630
AC;A5;0808;PRIKLJ. CERKVENJAK - SV. JURIJ OB SCAVNICI;4.570;12.520;;;P;;12.700;20;7.230;110;1.600;270;170;600;2.700
AC;A5;0809;SV.JURIJ OB SCAVNICI - VUCJA VAS;0;8.499;883;CP Dragotinci;QLTC8; ;12.354;23;6.951;135;1.575;252;144;522;2.752
AC;A5;0174;PRIKLJ. VUCJA VAS - MB ;0;400;881;priklj. Vucja vas-MB;QLTC8; ;1.561;6;1.246;4;174;21;40;16;54
AC;A5;0174;PRIKLJ. VUCJA VAS - MS;400;836;882;priklj. Vucja vas-MS;QLTC8; ;1.891;9;1.413;5;149;62;68;38;147
AC;A5;0810;VUCJA VAS - MURSKA SOBOTA;0;6.577;841;Vucja vas AC;QLTC8; ;12.866;26;7.369;115;1.440;306;154;494;2.962
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - MB;0;2.417;887;Prikljucek MS - MB;QLTC8; ;3.956;8;3.347;10;359;73;72;29;58
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - LENDAVA;2.417;2.808;888;Prikljucek MS - Lendava;QLTC8; ;1.827;5;1.494;2;135;35;69;21;66
AC;A5;0811;MURSKA SOBOTA - LIPOVCI;0;3.798;2009;Rakican AC;QLTC8; ;10.610;23;5.404;107;1.200;266;151;486;2.973
AC;A5;0812;LIPOVCI - GANCANI;0;7.995;;;P;;9.100;20;4.797;108;1.100;250;125;400;2.300
AC;A5;0812;GANCANI - TURNISCE;7.995;9.535;;;P;;9.800;20;5.560;110;1.150;240;120;350;2.250
AC;A5;0813;TURNISCE - DOLGA VAS;0;9.628;;;P;;9.300;15;5.210;115;1.100;230;110;320;2.200
AC;A5;0814;DOLGA VAS - LENDAVA;0;3.964;884;Lendava AC;QLTC8; ;7.878;14;4.113;113;1.055;195;99;300;1.989
AC;A5;0185;PRIKLJ. LENDAVA - MS;0;286;885;Prikljucek Lendava - MS;QLTC8; ;3.226;15;2.545;14;241;65;62;55;229
AC;A5;0185;PRIKLJ. LENDAVA - PINCE;286;680;886;Prikljucek Lendava-Pince;QLTC8; ;383;2;220;4;70;10;6;9;62
AC;A5;0816;LENDAVA - PINCE;0;8.020;2010;Pince AC;QLTC8; ;5.076;8;1.860;103;836;141;50;255;1.823
AC;A5;0816;PINCE - MP PINCE;8.020;8.709;;;P;;4.800;10;1.665;70;830;110;45;250;1.820
HC;H1;0220;PLUSKA - TREBNJE;0;3.505;55;Trebnje 2;QLD5; ;23.594;42;19.088;287;1.672;375;400;573;1.157
HC;H1;0221;TREBNJE - KARTELJEVO;0;11.380;634;Trebnje;QLTC8; ;21.178;44;17.436;188;1.527;231;246;499;1.007
HC;H2;0032;PESNICA - MARIBOR;0;4.516;16;Meljska HC;QLTC8; ;22.000;98;19.346;206;1.400;250;160;140;400
HC;H2;0033;MB(MELJSKA) - POBREZJE;0;1.470;;;P;;28.000;80;24.905;170;1.600;350;300;145;450
HC;H2;0033;POBREZJE - MB(TEZNO);1.470;2.684;15;Maribor HC;QLTC8; ;31.000;60;27.260;150;2.000;400;420;150;560
HC;H3;0085;ZADOBROVA  -  LESKOSKOVA C.;0;690;179;SV Obvoznica;QLTC8; ;66.630;129;57.643;153;4.394;651;983;1.010;1.667
HC;H3;0085;LESKOSKOVA C. - SMARTINSKA;690;1.511;891;S obvoznica BTC HC;QLTC8; ;48.936;120;41.686;130;3.200;500;850;950;1.500
HC;H3;0086;LJ(SMARTINSKA - TOMACEVO);0;2.084;;;P;;69.300;13;60.327;160;4.400;900;900;1.050;1.550
HC;H3;0088;LJ(TOMACEVO  -  DUNAJSKA);0;1.238;;;P;;72.000;140;63.140;120;4.300;850;800;1.000;1.650
HC;H3;0089;LJ DUNAJSKA - SAVLJE;0;1.180;;;P;;69.500;130;60.065;135;4.500;950;950;970;1.800
HC;H3;0089;LJ SAVLJE - IND. CONA SISKA;1.180;1.910;174;S Obvoznica;QLD6; ;65.196;139;56.026;126;4.721;591;888;932;1.773
HC;H3;0089;IND. CONA SISKA - CELOVSKA;1.910;2.654;;;P;;70.000;180;60.820;130;4.600;620;900;950;1.800
HC;H3;0090;LJ(CELOVSKA  -  KOSEZE);0;2.735;199;Dravlje HC;QLD6; ;61.323;169;52.143;137;4.516;650;845;992;1.871
HC;H4;0374;NANOS-VIPAVA;0;12.440;819;CP Nanos;QLD6; ;9.354;20;6.588;79;937;118;201;355;1.056
HC;H4;0375;VIPAVA - AJDOVSCINA;0;6.763;865;Dolga Poljana HC;QLTC8; ;10.516;26;7.660;38;986;221;173;347;1.065
HC;H4;0376;AJDOVSCINA - SELO;0;9.174;635;Ajdovscina HC;QLTC8; ;12.415;22;9.558;31;1.005;239;200;296;1.064
HC;H4;0443;PRIKLJ. SELO - AJDOVSCINA;0;150;866;Prik Selo-Ajdovscina;QLTC8; ;1.810;5;1.597;1;134;28;27;5;13
HC;H4;0443;PRIKLJ.SELO - VRTOJBA;150;322;867;Prik Selo-Vrtojba;QLTC8; ;1.706;4;1.545;2;96;20;15;5;19
HC;H4;0378;SELO  -  VOGRSKO;0;6.726;816;Selo HC;QLTC8; ;12.269;22;9.465;41;997;213;169;331;1.031
HC;H4;0379;VOGRSKO - SEMPETER;0;4.776;815;CP Bazara;QLD3; ;7.561;11;5.660;19;369;122;180;300;900
HC;H4;0380;SEMPETER - VRTOJBA;0;1.500;880;Sempeter HC;QLTC8; ;6.409;35;4.482;24;443;124;107;175;1.019
HC;H4;0380;VRTOJBA - MP VRTOJBA;1.500;2.238;671;MP Vrtojba;QLD6; ;8.468;62;6.596;28;459;101;87;383;752
HC;H5;0388;MP SKOFIJE  -  PLAVJE;0;560;651;MP Skofije;QLD6; ;17.935;277;16.145;75;850;92;61;141;294
HC;H5;0388;PLAVJE - SKOFIJE;560;2.120;860;Skofije HC;QLD6; ;13.986;134;12.464;61;759;79;61;141;287
HC;H5;0388;SKOFIJE - PRIKLJ. SRMIN;2.120;2.800;;;P;;18.000;140;16.265;75;900;100;90;140;290
HC;H5;0388;PRIKLJ. SRMIN - SRMIN;2.800;4.156;;;P;;22.000;160;19.570;100;1.100;350;260;150;310
HC;H5;0456;PRIKLJUCEK PLAVJE - KP;0;100;861;PR Skofije-KP;QLD6; ;558;3;501;0;38;6;5;1;4
HC;H5;0456;PRIKLJUCEK PLAVJE - MP;100;146;862;PR Skofije-MP;QLD6; ;4.506;146;4.181;14;129;19;5;1;11
HC;H5;0236;SRMIN - BERTOKI;0;1.129;;;P;;40.500;300;35.125;200;2.600;400;645;430;800
HC;H5;0237;BERTOKI - KP(SKOCJAN);0;2.548;11;Bertoki HC;QLD6; ;52.505;337;46.582;232;3.020;442;641;433;818
HC;H7;0815;RAZCEP DOLGA VAS - DOLGA VAS;0;1.502;;;P;;4.700;35;2.360;60;190;100;90;335;1.530
HC;H7;0817;DOLGA VAS - RONDO DOLGA VAS;0;2.024;;;P;;3.700;30;1.530;50;180;50;50;330;1.480
HC;H7;1453;DOLGA VAS - MP DOLGA VAS;0;537;141;MP Dolga vas;QLD6; ;3.960;23;1.867;34;163;31;41;326;1.475
G1;1;0240;MP VIC - DRAVOGRAD;0;3.590;663;MP Vic;QLD6; ;1.836;64;1.358;8;116;17;33;94;146
G1;1;0241;DRAVOGRAD - RADLJE;0;16.358;60;Gortina;QLD6; ;7.586;80;6.433;55;522;94;143;103;156
G1;1;0242;RADLJE ;0;2.350;;;P;;9.700;40;8.640;80;500;130;100;90;120
G1;1;0243;RADLJE - BREZNO;0;9.068;605;Brezno;QLD3; ;4.832;3;3.934;50;512;104;59;68;102
G1;1;0244;BREZNO - RUTA;0;9.569;573;Brezno-2;ROCNO;07x1;3.900;2;3.108;40;390;110;50;70;130
G1;1;0245;RUTA - SELNICA;0;10.500;600;Zgornji Boc;QLD6; ;5.137;61;4.265;52;382;74;108;69;126
G1;1;0245;SELNICA - MB(OTOK);10.500;20.120;61;Brestrnica;QLD6; ;9.121;49;8.064;93;481;96;127;81;130
G1;1;0245;MB(OTOK) - MB(KOROSKI MOST);20.120;20.688;;;P;;15.400;50;14.165;90;550;140;190;75;140
G1;1;0326;MB (KOR. MOST - C. PROLETARSKIH BRIGAD);0;2.014;18;MB Koroski most;QLD6; ;26.159;105;24.385;93;998;156;195;71;156
G1;1;0364;MB (C. PROLETARSKIH BRIGAD -  TRZASKA C.);0;2.227;;;P;;30.000;90;27.980;160;1.000;250;250;90;180
